Provinsi,Tanggal,Running Sum of divaksin2 (ribu)
Jawa Barat,1/23/2021,0.037
Jawa Barat,1/24/2021,0.037
Jawa Barat,1/25/2021,0.037
Jawa Barat,1/26/2021,0.043
Jawa Barat,1/27/2021,0.048
Jawa Barat,1/28/2021,1.607
Jawa Barat,1/29/2021,3.435
Jawa Barat,1/30/2021,4.449
Jawa Barat,1/31/2021,4.455
Jawa Barat,2/1/2021,6.835
Jawa Barat,2/2/2021,9.534
Jawa Barat,2/3/2021,12.856
Jawa Barat,2/4/2021,17.084
Jawa Barat,2/5/2021,19.837
Jawa Barat,2/6/2021,21.019
Jawa Barat,2/7/2021,21.019
Jawa Barat,2/8/2021,23.778
Jawa Barat,2/9/2021,28.062
Jawa Barat,2/10/2021,32.248
Jawa Barat,2/11/2021,38.023
Jawa Barat,2/12/2021,39.705
Jawa Barat,2/13/2021,45.619
Jawa Barat,2/14/2021,45.738
Jawa Barat,2/15/2021,59.861
Jawa Barat,2/16/2021,71.646
Jawa Barat,2/17/2021,82.254
Jawa Barat,2/18/2021,94.727
Jawa Barat,2/19/2021,101.474
Jawa Barat,2/20/2021,105.42
Jawa Barat,2/21/2021,105.486
Jawa Barat,2/22/2021,110.501
Jawa Barat,2/23/2021,115.71
Jawa Barat,2/24/2021,120.598
Jawa Barat,2/25/2021,126.135
Jawa Barat,2/26/2021,127.128
Jawa Barat,2/27/2021,129.847
Jawa Barat,2/28/2021,129.897
Jawa Barat,3/1/2021,133.022
Jawa Barat,3/2/2021,135.835
Jawa Barat,3/3/2021,138.164
Jawa Barat,3/4/2021,140.708
Jawa Barat,3/5/2021,142.224
Jawa Barat,3/6/2021,143.222
Jawa Barat,3/7/2021,143.249
Jawa Barat,3/8/2021,144.602
Jawa Barat,3/9/2021,145.7
Jawa Barat,3/10/2021,147.232
Jawa Barat,3/11/2021,148.769
Jawa Barat,3/12/2021,154.347
Jawa Barat,3/13/2021,159.037
Jawa Barat,3/14/2021,159.455
Jawa Barat,3/15/2021,174.056
Jawa Barat,3/16/2021,196.206
Jawa Barat,3/17/2021,223.024
Jawa Barat,3/18/2021,254.514
Jawa Barat,3/19/2021,275.111
Jawa Barat,3/20/2021,285.548
Jawa Barat,3/21/2021,286.169
Jawa Barat,3/22/2021,318.614
Jawa Barat,3/23/2021,357.896
Jawa Barat,3/24/2021,399.303
Jawa Barat,3/25/2021,407.077
Jawa Barat,3/26/2021,430.571
Jawa Barat,3/27/2021,447.309
Jawa Barat,3/28/2021,447.454
Jawa Barat,3/29/2021,474.095
Jawa Barat,3/30/2021,508.834
Jawa Barat,3/31/2021,543.599
Jawa Barat,4/1/2021,578.254
Jawa Barat,4/2/2021,579.321
Jawa Barat,4/3/2021,596.277
Jawa Barat,4/4/2021,597.175
Jawa Barat,4/5/2021,631.111
Jawa Barat,4/6/2021,667.773
Jawa Barat,4/7/2021,703.771
Jawa Barat,4/8/2021,740.503
Jawa Barat,4/9/2021,764.72
Jawa Barat,4/10/2021,782.396
Jawa Barat,4/11/2021,782.984
Jawa Barat,4/12/2021,816.546
Jawa Barat,4/13/2021,832.423
Jawa Barat,4/14/2021,853.971
Jawa Barat,4/15/2021,877.908
Jawa Barat,4/16/2021,892.457
Jawa Barat,4/17/2021,902.347
Jawa Barat,4/18/2021,903.026
Jawa Barat,4/19/2021,923.896
Jawa Barat,4/20/2021,948.093
Jawa Barat,4/21/2021,970.865
Jawa Barat,4/22/2021,998.382
Jawa Barat,4/23/2021,"1,017.725"
Jawa Barat,4/24/2021,"1,029.822"
Jawa Barat,4/25/2021,"1,031.504"
Jawa Tengah,1/13/2021,0
Jawa Tengah,1/14/2021,0.002
Jawa Tengah,1/15/2021,0.002
Jawa Tengah,1/16/2021,0.002
Jawa Tengah,1/17/2021,0.002
Jawa Tengah,1/18/2021,0.002
Jawa Tengah,1/19/2021,0.009
Jawa Tengah,1/20/2021,0.014
Jawa Tengah,1/21/2021,0.028
Jawa Tengah,1/22/2021,0.035
Jawa Tengah,1/23/2021,0.035
Jawa Tengah,1/24/2021,0.035
Jawa Tengah,1/25/2021,0.041
Jawa Tengah,1/26/2021,0.042
Jawa Tengah,1/27/2021,0.042
Jawa Tengah,1/28/2021,0.947
Jawa Tengah,1/29/2021,1.834
Jawa Tengah,1/30/2021,2.529
Jawa Tengah,1/31/2021,2.529
Jawa Tengah,2/1/2021,3.775
Jawa Tengah,2/2/2021,5.501
Jawa Tengah,2/3/2021,8.322
Jawa Tengah,2/4/2021,10.902
Jawa Tengah,2/5/2021,14.196
Jawa Tengah,2/6/2021,16.904
Jawa Tengah,2/7/2021,17.023
Jawa Tengah,2/8/2021,31.148
Jawa Tengah,2/9/2021,60.589
Jawa Tengah,2/10/2021,87.535
Jawa Tengah,2/11/2021,109.81
Jawa Tengah,2/12/2021,110.411
Jawa Tengah,2/13/2021,116.579
Jawa Tengah,2/14/2021,116.602
Jawa Tengah,2/15/2021,119.972
Jawa Tengah,2/16/2021,121.81
Jawa Tengah,2/17/2021,124.959
Jawa Tengah,2/18/2021,127.232
Jawa Tengah,2/19/2021,128.665
Jawa Tengah,2/20/2021,129.875
Jawa Tengah,2/21/2021,129.975
Jawa Tengah,2/22/2021,131.03
Jawa Tengah,2/23/2021,132.837
Jawa Tengah,2/24/2021,134.445
Jawa Tengah,2/25/2021,136.315
Jawa Tengah,2/26/2021,136.892
Jawa Tengah,2/27/2021,137.497
Jawa Tengah,2/28/2021,137.508
Jawa Tengah,3/1/2021,138.164
Jawa Tengah,3/2/2021,138.999
Jawa Tengah,3/3/2021,139.908
Jawa Tengah,3/4/2021,140.89
Jawa Tengah,3/5/2021,142.432
Jawa Tengah,3/6/2021,143.881
Jawa Tengah,3/7/2021,143.889
Jawa Tengah,3/8/2021,149.471
Jawa Tengah,3/9/2021,169.946
Jawa Tengah,3/10/2021,210.818
Jawa Tengah,3/11/2021,212.819
Jawa Tengah,3/12/2021,254.446
Jawa Tengah,3/13/2021,273.142
Jawa Tengah,3/14/2021,273.438
Jawa Tengah,3/15/2021,299.973
Jawa Tengah,3/16/2021,319.757
Jawa Tengah,3/17/2021,333.43
Jawa Tengah,3/18/2021,349.911
Jawa Tengah,3/19/2021,362.454
Jawa Tengah,3/20/2021,371.506
Jawa Tengah,3/21/2021,372.943
Jawa Tengah,3/22/2021,394.492
Jawa Tengah,3/23/2021,411.214
Jawa Tengah,3/24/2021,426.171
Jawa Tengah,3/25/2021,430.42
Jawa Tengah,3/26/2021,438.872
Jawa Tengah,3/27/2021,451.78
Jawa Tengah,3/28/2021,451.901
Jawa Tengah,3/29/2021,466.122
Jawa Tengah,3/30/2021,487.493
Jawa Tengah,3/31/2021,510.715
Jawa Tengah,4/1/2021,530.492
Jawa Tengah,4/2/2021,531.138
Jawa Tengah,4/3/2021,552.717
Jawa Tengah,4/4/2021,552.795
Jawa Tengah,4/5/2021,588.948
Jawa Tengah,4/6/2021,623.546
Jawa Tengah,4/7/2021,649.437
Jawa Tengah,4/8/2021,663.2
Jawa Tengah,4/9/2021,678.763
Jawa Tengah,4/10/2021,705.895
Jawa Tengah,4/11/2021,707.403
Jawa Tengah,4/12/2021,756.499
Jawa Tengah,4/13/2021,778.974
Jawa Tengah,4/14/2021,800.909
Jawa Tengah,4/15/2021,825.787
Jawa Tengah,4/16/2021,836.4
Jawa Tengah,4/17/2021,847.529
Jawa Tengah,4/18/2021,848.79
Jawa Tengah,4/19/2021,865.169
Jawa Tengah,4/20/2021,882.668
Jawa Tengah,4/21/2021,905.742
Jawa Tengah,4/22/2021,935.994
Jawa Tengah,4/23/2021,953.7
Jawa Tengah,4/24/2021,974.265
Jawa Tengah,4/25/2021,978.541
Jawa Timur,1/7/2021,0
Jawa Timur,1/13/2021,0
Jawa Timur,1/14/2021,0
Jawa Timur,1/15/2021,0
Jawa Timur,1/16/2021,0.001
Jawa Timur,1/17/2021,0.001
Jawa Timur,1/18/2021,0.001
Jawa Timur,1/19/2021,0.003
Jawa Timur,1/20/2021,0.007
Jawa Timur,1/21/2021,0.007
Jawa Timur,1/22/2021,0.007
Jawa Timur,1/23/2021,0.007
Jawa Timur,1/24/2021,0.007
Jawa Timur,1/25/2021,0.009
Jawa Timur,1/26/2021,0.015
Jawa Timur,1/27/2021,0.018
Jawa Timur,1/28/2021,0.073
Jawa Timur,1/29/2021,1.05
Jawa Timur,1/30/2021,1.59
Jawa Timur,1/31/2021,1.595
Jawa Timur,2/1/2021,2.827
Jawa Timur,2/2/2021,4.226
Jawa Timur,2/3/2021,6.138
Jawa Timur,2/4/2021,8.032
Jawa Timur,2/5/2021,10.778
Jawa Timur,2/6/2021,13.337
Jawa Timur,2/7/2021,13.597
Jawa Timur,2/8/2021,17.695
Jawa Timur,2/9/2021,22.196
Jawa Timur,2/10/2021,29.648
Jawa Timur,2/11/2021,47.775
Jawa Timur,2/12/2021,51.985
Jawa Timur,2/13/2021,75.405
Jawa Timur,2/14/2021,80.651
Jawa Timur,2/15/2021,104.088
Jawa Timur,2/16/2021,121.916
Jawa Timur,2/17/2021,131.692
Jawa Timur,2/18/2021,138.085
Jawa Timur,2/19/2021,143.275
Jawa Timur,2/20/2021,147.715
Jawa Timur,2/21/2021,147.874
Jawa Timur,2/22/2021,151.996
Jawa Timur,2/23/2021,154.708
Jawa Timur,2/24/2021,158.299
Jawa Timur,2/25/2021,162.355
Jawa Timur,2/26/2021,163.284
Jawa Timur,2/27/2021,164.764
Jawa Timur,2/28/2021,164.862
Jawa Timur,3/1/2021,166.781
Jawa Timur,3/2/2021,167.996
Jawa Timur,3/3/2021,169.318
Jawa Timur,3/4/2021,170.215
Jawa Timur,3/5/2021,170.783
Jawa Timur,3/6/2021,171.188
Jawa Timur,3/7/2021,171.205
Jawa Timur,3/8/2021,172.004
Jawa Timur,3/9/2021,176.263
Jawa Timur,3/10/2021,192.286
Jawa Timur,3/11/2021,196.157
Jawa Timur,3/12/2021,232.724
Jawa Timur,3/13/2021,253.652
Jawa Timur,3/14/2021,253.779
Jawa Timur,3/15/2021,306.749
Jawa Timur,3/16/2021,360.37
Jawa Timur,3/17/2021,413.934
Jawa Timur,3/18/2021,461.702
Jawa Timur,3/19/2021,492.558
Jawa Timur,3/20/2021,512.128
Jawa Timur,3/21/2021,512.636
Jawa Timur,3/22/2021,549.728
Jawa Timur,3/23/2021,591.077
Jawa Timur,3/24/2021,632.174
Jawa Timur,3/25/2021,650.617
Jawa Timur,3/26/2021,674.406
Jawa Timur,3/27/2021,695.951
Jawa Timur,3/28/2021,701.472
Jawa Timur,3/29/2021,728.534
Jawa Timur,3/30/2021,755.106
Jawa Timur,3/31/2021,772.508
Jawa Timur,4/1/2021,791.126
Jawa Timur,4/2/2021,794.971
Jawa Timur,4/3/2021,809.17
Jawa Timur,4/4/2021,809.61
Jawa Timur,4/5/2021,829.084
Jawa Timur,4/6/2021,845.389
Jawa Timur,4/7/2021,859.537
Jawa Timur,4/8/2021,877.92
Jawa Timur,4/9/2021,891.371
Jawa Timur,4/10/2021,908.335
Jawa Timur,4/11/2021,908.73
Jawa Timur,4/12/2021,932.971
Jawa Timur,4/13/2021,942.298
Jawa Timur,4/14/2021,951.342
Jawa Timur,4/15/2021,959.827
Jawa Timur,4/16/2021,962.676
Jawa Timur,4/17/2021,965.97
Jawa Timur,4/18/2021,966.187
Jawa Timur,4/19/2021,974.283
Jawa Timur,4/20/2021,982.088
Jawa Timur,4/21/2021,988.316
Jawa Timur,4/22/2021,999.198
Jawa Timur,4/23/2021,"1,004.079"
Jawa Timur,4/24/2021,"1,009.833"
Jawa Timur,4/25/2021,"1,012.539"
Kalimantan Barat,1/13/2021,0
Kalimantan Barat,1/14/2021,0
Kalimantan Barat,1/15/2021,0
Kalimantan Barat,1/16/2021,0
Kalimantan Barat,1/17/2021,0
Kalimantan Barat,1/18/2021,0
Kalimantan Barat,1/19/2021,0
Kalimantan Barat,1/20/2021,0
Kalimantan Barat,1/21/2021,0.001
Kalimantan Barat,1/22/2021,0.001
Kalimantan Barat,1/23/2021,0.002
Kalimantan Barat,1/24/2021,0.002
Kalimantan Barat,1/25/2021,0.002
Kalimantan Barat,1/26/2021,0.002
Kalimantan Barat,1/27/2021,0.002
Kalimantan Barat,1/28/2021,0.092
Kalimantan Barat,1/29/2021,0.181
Kalimantan Barat,1/30/2021,0.211
Kalimantan Barat,1/31/2021,0.211
Kalimantan Barat,2/1/2021,0.354
Kalimantan Barat,2/2/2021,0.542
Kalimantan Barat,2/3/2021,0.872
Kalimantan Barat,2/4/2021,1.22
Kalimantan Barat,2/5/2021,1.455
Kalimantan Barat,2/6/2021,1.504
Kalimantan Barat,2/7/2021,1.504
Kalimantan Barat,2/8/2021,1.742
Kalimantan Barat,2/9/2021,2.042
Kalimantan Barat,2/10/2021,2.486
Kalimantan Barat,2/11/2021,2.9
Kalimantan Barat,2/12/2021,3.06
Kalimantan Barat,2/13/2021,3.652
Kalimantan Barat,2/14/2021,3.71
Kalimantan Barat,2/15/2021,4.657
Kalimantan Barat,2/16/2021,6.788
Kalimantan Barat,2/17/2021,9.295
Kalimantan Barat,2/18/2021,11.225
Kalimantan Barat,2/19/2021,12.546
Kalimantan Barat,2/20/2021,13.467
Kalimantan Barat,2/21/2021,13.61
Kalimantan Barat,2/22/2021,15.351
Kalimantan Barat,2/23/2021,16.666
Kalimantan Barat,2/24/2021,18.078
Kalimantan Barat,2/25/2021,18.967
Kalimantan Barat,2/26/2021,19.117
Kalimantan Barat,2/27/2021,19.265
Kalimantan Barat,2/28/2021,19.288
Kalimantan Barat,3/1/2021,19.904
Kalimantan Barat,3/2/2021,20.247
Kalimantan Barat,3/3/2021,20.936
Kalimantan Barat,3/4/2021,21.342
Kalimantan Barat,3/5/2021,21.754
Kalimantan Barat,3/6/2021,21.894
Kalimantan Barat,3/7/2021,21.898
Kalimantan Barat,3/8/2021,22.378
Kalimantan Barat,3/9/2021,22.622
Kalimantan Barat,3/10/2021,22.902
Kalimantan Barat,3/11/2021,22.917
Kalimantan Barat,3/12/2021,23.055
Kalimantan Barat,3/13/2021,23.099
Kalimantan Barat,3/14/2021,23.099
Kalimantan Barat,3/15/2021,23.62
Kalimantan Barat,3/16/2021,24.192
Kalimantan Barat,3/17/2021,25.165
Kalimantan Barat,3/18/2021,26.846
Kalimantan Barat,3/19/2021,28.195
Kalimantan Barat,3/20/2021,28.897
Kalimantan Barat,3/21/2021,28.899
Kalimantan Barat,3/22/2021,30.315
Kalimantan Barat,3/23/2021,32.554
Kalimantan Barat,3/24/2021,35.79
Kalimantan Barat,3/25/2021,36.142
Kalimantan Barat,3/26/2021,37.375
Kalimantan Barat,3/27/2021,38.012
Kalimantan Barat,3/28/2021,38.014
Kalimantan Barat,3/29/2021,39.662
Kalimantan Barat,3/30/2021,42.574
Kalimantan Barat,3/31/2021,45.367
Kalimantan Barat,4/1/2021,46.896
Kalimantan Barat,4/2/2021,47.041
Kalimantan Barat,4/3/2021,47.692
Kalimantan Barat,4/4/2021,47.77
Kalimantan Barat,4/5/2021,50.121
Kalimantan Barat,4/6/2021,52.208
Kalimantan Barat,4/7/2021,55.967
Kalimantan Barat,4/8/2021,58.692
Kalimantan Barat,4/9/2021,61.868
Kalimantan Barat,4/10/2021,63.001
Kalimantan Barat,4/11/2021,63.092
Kalimantan Barat,4/12/2021,65.077
Kalimantan Barat,4/13/2021,66
Kalimantan Barat,4/14/2021,67.625
Kalimantan Barat,4/15/2021,69.367
Kalimantan Barat,4/16/2021,70.179
Kalimantan Barat,4/17/2021,70.639
Kalimantan Barat,4/18/2021,70.649
Kalimantan Barat,4/19/2021,71.963
Kalimantan Barat,4/20/2021,73.406
Kalimantan Barat,4/21/2021,75.371
Kalimantan Barat,4/22/2021,77.489
Kalimantan Barat,4/23/2021,79.339
Kalimantan Barat,4/24/2021,80.207
Kalimantan Barat,4/25/2021,80.314
Kalimantan Selatan,1/7/2021,0
Kalimantan Selatan,1/13/2021,0
Kalimantan Selatan,1/14/2021,0
Kalimantan Selatan,1/15/2021,0
Kalimantan Selatan,1/16/2021,0
Kalimantan Selatan,1/18/2021,0
Kalimantan Selatan,1/19/2021,0
Kalimantan Selatan,1/20/2021,0
Kalimantan Selatan,1/21/2021,0
Kalimantan Selatan,1/22/2021,0
Kalimantan Selatan,1/23/2021,0
Kalimantan Selatan,1/25/2021,0
Kalimantan Selatan,1/26/2021,0
Kalimantan Selatan,1/27/2021,0
Kalimantan Selatan,1/28/2021,0.076
Kalimantan Selatan,1/29/2021,0.119
Kalimantan Selatan,1/30/2021,0.264
Kalimantan Selatan,1/31/2021,0.264
Kalimantan Selatan,2/1/2021,0.414
Kalimantan Selatan,2/2/2021,0.544
Kalimantan Selatan,2/3/2021,0.791
Kalimantan Selatan,2/4/2021,1.102
Kalimantan Selatan,2/5/2021,1.326
Kalimantan Selatan,2/6/2021,1.675
Kalimantan Selatan,2/7/2021,1.676
Kalimantan Selatan,2/8/2021,1.97
Kalimantan Selatan,2/9/2021,2.092
Kalimantan Selatan,2/10/2021,2.451
Kalimantan Selatan,2/11/2021,3.111
Kalimantan Selatan,2/12/2021,3.15
Kalimantan Selatan,2/13/2021,3.494
Kalimantan Selatan,2/14/2021,3.496
Kalimantan Selatan,2/15/2021,4.214
Kalimantan Selatan,2/16/2021,5.411
Kalimantan Selatan,2/17/2021,7.02
Kalimantan Selatan,2/18/2021,8.481
Kalimantan Selatan,2/19/2021,9.219
Kalimantan Selatan,2/20/2021,10.215
Kalimantan Selatan,2/21/2021,10.244
Kalimantan Selatan,2/22/2021,11.857
Kalimantan Selatan,2/23/2021,12.721
Kalimantan Selatan,2/24/2021,13.753
Kalimantan Selatan,2/25/2021,14.795
Kalimantan Selatan,2/26/2021,14.922
Kalimantan Selatan,2/27/2021,15.354
Kalimantan Selatan,2/28/2021,15.358
Kalimantan Selatan,3/1/2021,16.027
Kalimantan Selatan,3/2/2021,16.808
Kalimantan Selatan,3/3/2021,17.713
Kalimantan Selatan,3/4/2021,18.532
Kalimantan Selatan,3/5/2021,18.97
Kalimantan Selatan,3/6/2021,19.483
Kalimantan Selatan,3/7/2021,19.488
Kalimantan Selatan,3/8/2021,20.378
Kalimantan Selatan,3/9/2021,20.818
Kalimantan Selatan,3/10/2021,21.617
Kalimantan Selatan,3/11/2021,21.63
Kalimantan Selatan,3/12/2021,22.258
Kalimantan Selatan,3/13/2021,22.889
Kalimantan Selatan,3/14/2021,22.899
Kalimantan Selatan,3/15/2021,23.542
Kalimantan Selatan,3/16/2021,24.102
Kalimantan Selatan,3/17/2021,25.283
Kalimantan Selatan,3/18/2021,26.781
Kalimantan Selatan,3/19/2021,28.245
Kalimantan Selatan,3/20/2021,29.541
Kalimantan Selatan,3/21/2021,29.612
Kalimantan Selatan,3/22/2021,32.537
Kalimantan Selatan,3/23/2021,35.59
Kalimantan Selatan,3/24/2021,39.38
Kalimantan Selatan,3/25/2021,40.286
Kalimantan Selatan,3/26/2021,41.415
Kalimantan Selatan,3/27/2021,41.767
Kalimantan Selatan,3/28/2021,41.767
Kalimantan Selatan,3/29/2021,42.572
Kalimantan Selatan,3/30/2021,44.602
Kalimantan Selatan,3/31/2021,46.559
Kalimantan Selatan,4/1/2021,48.367
Kalimantan Selatan,4/2/2021,48.483
Kalimantan Selatan,4/3/2021,49.306
Kalimantan Selatan,4/4/2021,49.311
Kalimantan Selatan,4/5/2021,50.662
Kalimantan Selatan,4/6/2021,51.685
Kalimantan Selatan,4/7/2021,53.384
Kalimantan Selatan,4/8/2021,56.116
Kalimantan Selatan,4/9/2021,58.808
Kalimantan Selatan,4/10/2021,60.707
Kalimantan Selatan,4/11/2021,60.721
Kalimantan Selatan,4/12/2021,63.443
Kalimantan Selatan,4/13/2021,64.643
Kalimantan Selatan,4/14/2021,66.107
Kalimantan Selatan,4/15/2021,67
Kalimantan Selatan,4/16/2021,67.468
Kalimantan Selatan,4/17/2021,68.046
Kalimantan Selatan,4/18/2021,68.047
Kalimantan Selatan,4/19/2021,69.384
Kalimantan Selatan,4/20/2021,70.581
Kalimantan Selatan,4/21/2021,71.988
Kalimantan Selatan,4/22/2021,73.63
Kalimantan Selatan,4/23/2021,74.422
Kalimantan Selatan,4/24/2021,75.751
Kalimantan Selatan,4/25/2021,75.777
Kalimantan Tengah,1/13/2021,0
Kalimantan Tengah,1/14/2021,0
Kalimantan Tengah,1/15/2021,0
Kalimantan Tengah,1/16/2021,0
Kalimantan Tengah,1/18/2021,0
Kalimantan Tengah,1/19/2021,0
Kalimantan Tengah,1/20/2021,0
Kalimantan Tengah,1/21/2021,0
Kalimantan Tengah,1/22/2021,0
Kalimantan Tengah,1/23/2021,0
Kalimantan Tengah,1/25/2021,0
Kalimantan Tengah,1/26/2021,0
Kalimantan Tengah,1/27/2021,0
Kalimantan Tengah,1/28/2021,0.169
Kalimantan Tengah,1/29/2021,0.296
Kalimantan Tengah,1/30/2021,0.342
Kalimantan Tengah,1/31/2021,0.342
Kalimantan Tengah,2/1/2021,0.573
Kalimantan Tengah,2/2/2021,0.734
Kalimantan Tengah,2/3/2021,1.036
Kalimantan Tengah,2/4/2021,1.325
Kalimantan Tengah,2/5/2021,1.42
Kalimantan Tengah,2/6/2021,1.508
Kalimantan Tengah,2/7/2021,1.508
Kalimantan Tengah,2/8/2021,1.713
Kalimantan Tengah,2/9/2021,1.862
Kalimantan Tengah,2/10/2021,2.103
Kalimantan Tengah,2/11/2021,2.368
Kalimantan Tengah,2/12/2021,2.42
Kalimantan Tengah,2/13/2021,2.649
Kalimantan Tengah,2/15/2021,3.93
Kalimantan Tengah,2/16/2021,5.002
Kalimantan Tengah,2/17/2021,6.941
Kalimantan Tengah,2/18/2021,8.814
Kalimantan Tengah,2/19/2021,10.303
Kalimantan Tengah,2/20/2021,11.793
Kalimantan Tengah,2/21/2021,11.796
Kalimantan Tengah,2/22/2021,12.821
Kalimantan Tengah,2/23/2021,13.464
Kalimantan Tengah,2/24/2021,13.828
Kalimantan Tengah,2/25/2021,14.258
Kalimantan Tengah,2/26/2021,14.29
Kalimantan Tengah,2/27/2021,14.498
Kalimantan Tengah,2/28/2021,14.504
Kalimantan Tengah,3/1/2021,15.047
Kalimantan Tengah,3/2/2021,15.421
Kalimantan Tengah,3/3/2021,15.815
Kalimantan Tengah,3/4/2021,16.42
Kalimantan Tengah,3/5/2021,16.746
Kalimantan Tengah,3/6/2021,16.947
Kalimantan Tengah,3/7/2021,16.969
Kalimantan Tengah,3/8/2021,17.287
Kalimantan Tengah,3/9/2021,17.403
Kalimantan Tengah,3/10/2021,17.607
Kalimantan Tengah,3/11/2021,17.642
Kalimantan Tengah,3/12/2021,17.771
Kalimantan Tengah,3/13/2021,17.861
Kalimantan Tengah,3/14/2021,17.862
Kalimantan Tengah,3/15/2021,17.971
Kalimantan Tengah,3/16/2021,18.095
Kalimantan Tengah,3/17/2021,18.188
Kalimantan Tengah,3/18/2021,18.336
Kalimantan Tengah,3/19/2021,18.522
Kalimantan Tengah,3/20/2021,18.994
Kalimantan Tengah,3/21/2021,19.252
Kalimantan Tengah,3/22/2021,21.532
Kalimantan Tengah,3/23/2021,24.997
Kalimantan Tengah,3/24/2021,28.316
Kalimantan Tengah,3/25/2021,28.71
Kalimantan Tengah,3/26/2021,30.002
Kalimantan Tengah,3/27/2021,30.945
Kalimantan Tengah,3/28/2021,30.946
Kalimantan Tengah,3/29/2021,33.386
Kalimantan Tengah,3/30/2021,36.176
Kalimantan Tengah,3/31/2021,38.783
Kalimantan Tengah,4/1/2021,40.417
Kalimantan Tengah,4/2/2021,40.509
Kalimantan Tengah,4/3/2021,42.649
Kalimantan Tengah,4/4/2021,43.969
Kalimantan Tengah,4/5/2021,46.661
Kalimantan Tengah,4/6/2021,48.06
Kalimantan Tengah,4/7/2021,49.577
Kalimantan Tengah,4/8/2021,51.993
Kalimantan Tengah,4/9/2021,52.953
Kalimantan Tengah,4/10/2021,54.644
Kalimantan Tengah,4/11/2021,54.825
Kalimantan Tengah,4/12/2021,56.265
Kalimantan Tengah,4/13/2021,57.205
Kalimantan Tengah,4/14/2021,58.566
Kalimantan Tengah,4/15/2021,59.55
Kalimantan Tengah,4/16/2021,60.006
Kalimantan Tengah,4/17/2021,60.735
Kalimantan Tengah,4/18/2021,60.759
Kalimantan Tengah,4/19/2021,62.091
Kalimantan Tengah,4/20/2021,63.183
Kalimantan Tengah,4/21/2021,64.317
Kalimantan Tengah,4/22/2021,65.352
Kalimantan Tengah,4/23/2021,65.787
Kalimantan Tengah,4/24/2021,66.137
Kalimantan Tengah,4/25/2021,66.154
Kalimantan Timur,1/13/2021,0
Kalimantan Timur,1/14/2021,0
Kalimantan Timur,1/15/2021,0
Kalimantan Timur,1/16/2021,0
Kalimantan Timur,1/17/2021,0
Kalimantan Timur,1/18/2021,0
Kalimantan Timur,1/19/2021,0
Kalimantan Timur,1/20/2021,0
Kalimantan Timur,1/21/2021,0
Kalimantan Timur,1/22/2021,0
Kalimantan Timur,1/23/2021,0
Kalimantan Timur,1/24/2021,0
Kalimantan Timur,1/25/2021,0
Kalimantan Timur,1/26/2021,0
Kalimantan Timur,1/27/2021,0.004
Kalimantan Timur,1/28/2021,0.337
Kalimantan Timur,1/29/2021,0.65
Kalimantan Timur,1/30/2021,0.916
Kalimantan Timur,1/31/2021,0.927
Kalimantan Timur,2/1/2021,1.354
Kalimantan Timur,2/2/2021,1.736
Kalimantan Timur,2/3/2021,2.232
Kalimantan Timur,2/4/2021,2.797
Kalimantan Timur,2/5/2021,3.143
Kalimantan Timur,2/6/2021,3.298
Kalimantan Timur,2/7/2021,3.299
Kalimantan Timur,2/8/2021,3.67
Kalimantan Timur,2/9/2021,4.024
Kalimantan Timur,2/10/2021,4.961
Kalimantan Timur,2/11/2021,7.71
Kalimantan Timur,2/12/2021,9.26
Kalimantan Timur,2/13/2021,13.168
Kalimantan Timur,2/14/2021,13.677
Kalimantan Timur,2/15/2021,15.961
Kalimantan Timur,2/16/2021,17.701
Kalimantan Timur,2/17/2021,18.758
Kalimantan Timur,2/18/2021,19.141
Kalimantan Timur,2/19/2021,19.67
Kalimantan Timur,2/20/2021,20.024
Kalimantan Timur,2/21/2021,20.081
Kalimantan Timur,2/22/2021,20.536
Kalimantan Timur,2/23/2021,21.002
Kalimantan Timur,2/24/2021,21.692
Kalimantan Timur,2/25/2021,22.164
Kalimantan Timur,2/26/2021,22.319
Kalimantan Timur,2/27/2021,22.765
Kalimantan Timur,2/28/2021,22.808
Kalimantan Timur,3/1/2021,23.208
Kalimantan Timur,3/2/2021,23.423
Kalimantan Timur,3/3/2021,23.663
Kalimantan Timur,3/4/2021,23.856
Kalimantan Timur,3/5/2021,24.004
Kalimantan Timur,3/6/2021,24.151
Kalimantan Timur,3/7/2021,24.155
Kalimantan Timur,3/8/2021,24.288
Kalimantan Timur,3/9/2021,24.448
Kalimantan Timur,3/10/2021,24.652
Kalimantan Timur,3/11/2021,24.687
Kalimantan Timur,3/12/2021,24.916
Kalimantan Timur,3/13/2021,25.565
Kalimantan Timur,3/14/2021,26.094
Kalimantan Timur,3/15/2021,26.701
Kalimantan Timur,3/16/2021,28.388
Kalimantan Timur,3/17/2021,33.092
Kalimantan Timur,3/18/2021,41.112
Kalimantan Timur,3/19/2021,46.237
Kalimantan Timur,3/20/2021,49.193
Kalimantan Timur,3/21/2021,50.278
Kalimantan Timur,3/22/2021,54.021
Kalimantan Timur,3/23/2021,57.907
Kalimantan Timur,3/24/2021,60.908
Kalimantan Timur,3/25/2021,61.517
Kalimantan Timur,3/26/2021,63.421
Kalimantan Timur,3/27/2021,64.455
Kalimantan Timur,3/28/2021,64.486
Kalimantan Timur,3/29/2021,65.739
Kalimantan Timur,3/30/2021,67.063
Kalimantan Timur,3/31/2021,68.676
