Provinsi,Tanggal,Running Sum of divaksin1 (ribu)
Kalimantan Selatan,2/8/2021,13.14
Kalimantan Selatan,2/9/2021,14.017
Kalimantan Selatan,2/10/2021,15.022
Kalimantan Selatan,2/11/2021,16.189
Kalimantan Selatan,2/12/2021,16.202
Kalimantan Selatan,2/13/2021,16.724
Kalimantan Selatan,2/14/2021,16.731
Kalimantan Selatan,2/15/2021,17.503
Kalimantan Selatan,2/16/2021,18.362
Kalimantan Selatan,2/17/2021,19.499
Kalimantan Selatan,2/18/2021,20.506
Kalimantan Selatan,2/19/2021,21.005
Kalimantan Selatan,2/20/2021,21.672
Kalimantan Selatan,2/21/2021,21.675
Kalimantan Selatan,2/22/2021,22.693
Kalimantan Selatan,2/23/2021,23.101
Kalimantan Selatan,2/24/2021,23.834
Kalimantan Selatan,2/25/2021,24.443
Kalimantan Selatan,2/26/2021,24.86
Kalimantan Selatan,2/27/2021,25.325
Kalimantan Selatan,2/28/2021,25.328
Kalimantan Selatan,3/1/2021,26.209
Kalimantan Selatan,3/2/2021,27.131
Kalimantan Selatan,3/3/2021,29.105
Kalimantan Selatan,3/4/2021,31.834
Kalimantan Selatan,3/5/2021,33.684
Kalimantan Selatan,3/6/2021,35.465
Kalimantan Selatan,3/7/2021,35.549
Kalimantan Selatan,3/8/2021,39.868
Kalimantan Selatan,3/9/2021,44.101
Kalimantan Selatan,3/10/2021,48.358
Kalimantan Selatan,3/11/2021,48.721
Kalimantan Selatan,3/12/2021,50.418
Kalimantan Selatan,3/13/2021,51.265
Kalimantan Selatan,3/14/2021,51.266
Kalimantan Selatan,3/15/2021,52.996
Kalimantan Selatan,3/16/2021,55.062
Kalimantan Selatan,3/17/2021,57.291
Kalimantan Selatan,3/18/2021,59.08
Kalimantan Selatan,3/19/2021,60.62
Kalimantan Selatan,3/20/2021,61.92
Kalimantan Selatan,3/21/2021,61.921
Kalimantan Selatan,3/22/2021,63.816
Kalimantan Selatan,3/23/2021,65.624
Kalimantan Selatan,3/24/2021,68.97
Kalimantan Selatan,3/25/2021,73.329
Kalimantan Selatan,3/26/2021,75.494
Kalimantan Selatan,3/27/2021,78.228
Kalimantan Selatan,3/28/2021,78.23
Kalimantan Selatan,3/29/2021,80.385
Kalimantan Selatan,3/30/2021,84.209
Kalimantan Selatan,3/31/2021,87.361
Kalimantan Selatan,4/1/2021,89.733
Kalimantan Selatan,4/2/2021,89.885
Kalimantan Selatan,4/3/2021,90.837
Kalimantan Selatan,4/4/2021,91.032
Kalimantan Selatan,4/5/2021,92.817
Kalimantan Selatan,4/6/2021,94.633
Kalimantan Selatan,4/7/2021,97.942
Kalimantan Selatan,4/8/2021,100.326
Kalimantan Selatan,4/9/2021,101.466
Kalimantan Selatan,4/10/2021,103.181
Kalimantan Selatan,4/11/2021,103.181
Kalimantan Selatan,4/12/2021,105.812
Kalimantan Selatan,4/13/2021,106.451
Kalimantan Selatan,4/14/2021,107.668
Kalimantan Selatan,4/15/2021,108.845
Kalimantan Selatan,4/16/2021,109.288
Kalimantan Selatan,4/17/2021,109.807
Kalimantan Selatan,4/18/2021,109.807
Kalimantan Selatan,4/19/2021,110.973
Kalimantan Selatan,4/20/2021,113.005
Kalimantan Selatan,4/21/2021,116.767
Kalimantan Selatan,4/22/2021,120.492
Kalimantan Selatan,4/23/2021,122.435
Kalimantan Selatan,4/24/2021,124.808
Kalimantan Selatan,4/25/2021,125.397
Kalimantan Tengah,1/13/2021,0
Kalimantan Tengah,1/14/2021,0.184
Kalimantan Tengah,1/15/2021,0.313
Kalimantan Tengah,1/16/2021,0.368
Kalimantan Tengah,1/18/2021,0.617
Kalimantan Tengah,1/19/2021,0.783
Kalimantan Tengah,1/20/2021,1.106
Kalimantan Tengah,1/21/2021,1.413
Kalimantan Tengah,1/22/2021,1.509
Kalimantan Tengah,1/23/2021,1.587
Kalimantan Tengah,1/25/2021,1.796
Kalimantan Tengah,1/26/2021,1.965
Kalimantan Tengah,1/27/2021,2.21
Kalimantan Tengah,1/28/2021,2.49
Kalimantan Tengah,1/29/2021,2.663
Kalimantan Tengah,1/30/2021,2.883
Kalimantan Tengah,1/31/2021,2.903
Kalimantan Tengah,2/1/2021,4.243
Kalimantan Tengah,2/2/2021,5.37
Kalimantan Tengah,2/3/2021,7.394
Kalimantan Tengah,2/4/2021,9.393
Kalimantan Tengah,2/5/2021,10.987
Kalimantan Tengah,2/6/2021,12.545
Kalimantan Tengah,2/7/2021,12.558
Kalimantan Tengah,2/8/2021,13.555
Kalimantan Tengah,2/9/2021,14.181
Kalimantan Tengah,2/10/2021,14.528
Kalimantan Tengah,2/11/2021,14.966
Kalimantan Tengah,2/12/2021,14.981
Kalimantan Tengah,2/13/2021,15.199
Kalimantan Tengah,2/15/2021,15.863
Kalimantan Tengah,2/16/2021,16.319
Kalimantan Tengah,2/17/2021,16.821
Kalimantan Tengah,2/18/2021,17.583
Kalimantan Tengah,2/19/2021,17.957
Kalimantan Tengah,2/20/2021,18.252
Kalimantan Tengah,2/21/2021,18.261
Kalimantan Tengah,2/22/2021,18.491
Kalimantan Tengah,2/23/2021,18.615
Kalimantan Tengah,2/24/2021,18.822
Kalimantan Tengah,2/25/2021,18.986
Kalimantan Tengah,2/26/2021,19.035
Kalimantan Tengah,2/27/2021,19.105
Kalimantan Tengah,2/28/2021,19.107
Kalimantan Tengah,3/1/2021,19.185
Kalimantan Tengah,3/2/2021,19.293
Kalimantan Tengah,3/3/2021,19.405
Kalimantan Tengah,3/4/2021,19.597
Kalimantan Tengah,3/5/2021,19.851
Kalimantan Tengah,3/6/2021,20.35
Kalimantan Tengah,3/7/2021,20.64
Kalimantan Tengah,3/8/2021,23.613
Kalimantan Tengah,3/9/2021,27.569
Kalimantan Tengah,3/10/2021,31.92
Kalimantan Tengah,3/11/2021,32.134
Kalimantan Tengah,3/12/2021,33.518
Kalimantan Tengah,3/13/2021,34.564
Kalimantan Tengah,3/14/2021,34.565
Kalimantan Tengah,3/15/2021,38.456
Kalimantan Tengah,3/16/2021,41.216
Kalimantan Tengah,3/17/2021,44.064
Kalimantan Tengah,3/18/2021,46.233
Kalimantan Tengah,3/19/2021,47.32
Kalimantan Tengah,3/20/2021,51.798
Kalimantan Tengah,3/21/2021,54.951
Kalimantan Tengah,3/22/2021,57.161
Kalimantan Tengah,3/23/2021,58.536
Kalimantan Tengah,3/24/2021,59.784
Kalimantan Tengah,3/25/2021,61.651
Kalimantan Tengah,3/26/2021,62.354
Kalimantan Tengah,3/27/2021,63.855
Kalimantan Tengah,3/28/2021,63.954
Kalimantan Tengah,3/29/2021,65.125
Kalimantan Tengah,3/30/2021,66.421
Kalimantan Tengah,3/31/2021,67.676
Kalimantan Tengah,4/1/2021,68.773
Kalimantan Tengah,4/2/2021,68.806
Kalimantan Tengah,4/3/2021,69.023
Kalimantan Tengah,4/4/2021,69.096
Kalimantan Tengah,4/5/2021,70.262
Kalimantan Tengah,4/6/2021,71.229
Kalimantan Tengah,4/7/2021,72.163
Kalimantan Tengah,4/8/2021,73.102
Kalimantan Tengah,4/9/2021,73.352
Kalimantan Tengah,4/10/2021,73.969
Kalimantan Tengah,4/11/2021,74.001
Kalimantan Tengah,4/12/2021,75.344
Kalimantan Tengah,4/13/2021,75.844
Kalimantan Tengah,4/14/2021,76.453
Kalimantan Tengah,4/15/2021,77.142
Kalimantan Tengah,4/16/2021,77.358
Kalimantan Tengah,4/17/2021,77.852
Kalimantan Tengah,4/18/2021,77.854
Kalimantan Tengah,4/19/2021,79.259
Kalimantan Tengah,4/20/2021,80.069
Kalimantan Tengah,4/21/2021,81.235
Kalimantan Tengah,4/22/2021,84.452
Kalimantan Tengah,4/23/2021,84.892
Kalimantan Tengah,4/24/2021,85.541
Kalimantan Tengah,4/25/2021,85.556
Kalimantan Timur,1/13/2021,0.001
Kalimantan Timur,1/14/2021,0.404
Kalimantan Timur,1/15/2021,0.762
Kalimantan Timur,1/16/2021,1.038
Kalimantan Timur,1/17/2021,1.043
Kalimantan Timur,1/18/2021,1.589
Kalimantan Timur,1/19/2021,2.012
Kalimantan Timur,1/20/2021,2.549
Kalimantan Timur,1/21/2021,3.201
Kalimantan Timur,1/22/2021,3.569
Kalimantan Timur,1/23/2021,3.755
Kalimantan Timur,1/24/2021,3.756
Kalimantan Timur,1/25/2021,4.182
Kalimantan Timur,1/26/2021,4.577
Kalimantan Timur,1/27/2021,5.55
Kalimantan Timur,1/28/2021,8.688
Kalimantan Timur,1/29/2021,12.836
Kalimantan Timur,1/30/2021,16.926
Kalimantan Timur,1/31/2021,17.915
Kalimantan Timur,2/1/2021,19.133
Kalimantan Timur,2/2/2021,20.141
Kalimantan Timur,2/3/2021,20.871
Kalimantan Timur,2/4/2021,21.309
Kalimantan Timur,2/5/2021,21.804
Kalimantan Timur,2/6/2021,22.044
Kalimantan Timur,2/7/2021,22.05
Kalimantan Timur,2/8/2021,22.71
Kalimantan Timur,2/9/2021,23.361
Kalimantan Timur,2/10/2021,24.097
Kalimantan Timur,2/11/2021,24.484
Kalimantan Timur,2/12/2021,24.621
Kalimantan Timur,2/13/2021,25.216
Kalimantan Timur,2/14/2021,25.298
Kalimantan Timur,2/15/2021,25.799
Kalimantan Timur,2/16/2021,26.216
Kalimantan Timur,2/17/2021,26.53
Kalimantan Timur,2/18/2021,26.701
Kalimantan Timur,2/19/2021,26.946
Kalimantan Timur,2/20/2021,27.036
Kalimantan Timur,2/21/2021,27.042
Kalimantan Timur,2/22/2021,27.105
Kalimantan Timur,2/23/2021,27.187
Kalimantan Timur,2/24/2021,27.347
Kalimantan Timur,2/25/2021,27.443
Kalimantan Timur,2/26/2021,27.73
Kalimantan Timur,2/27/2021,28.453
Kalimantan Timur,2/28/2021,29.005
Kalimantan Timur,3/1/2021,30.2
Kalimantan Timur,3/2/2021,36.173
Kalimantan Timur,3/3/2021,42.767
Kalimantan Timur,3/4/2021,50.015
Kalimantan Timur,3/5/2021,55.356
Kalimantan Timur,3/6/2021,59.332
Kalimantan Timur,3/7/2021,60.497
Kalimantan Timur,3/8/2021,64.342
Kalimantan Timur,3/9/2021,68.333
Kalimantan Timur,3/10/2021,72.882
Kalimantan Timur,3/11/2021,73.228
Kalimantan Timur,3/12/2021,75.564
Kalimantan Timur,3/13/2021,78.321
Kalimantan Timur,3/14/2021,78.381
Kalimantan Timur,3/15/2021,80.543
Kalimantan Timur,3/16/2021,82.302
Kalimantan Timur,3/17/2021,85.295
Kalimantan Timur,3/18/2021,87.272
Kalimantan Timur,3/19/2021,88.397
Kalimantan Timur,3/20/2021,90.97
Kalimantan Timur,3/21/2021,91.457
Kalimantan Timur,3/22/2021,92.976
Kalimantan Timur,3/23/2021,100.697
Kalimantan Timur,3/24/2021,104.241
Kalimantan Timur,3/25/2021,109.213
Kalimantan Timur,3/26/2021,111.375
Kalimantan Timur,3/27/2021,117.335
Kalimantan Timur,3/28/2021,117.558
Kalimantan Timur,3/29/2021,121.324
Kalimantan Timur,3/30/2021,125.565
Kalimantan Timur,3/31/2021,128.401
Kalimantan Timur,4/1/2021,131.692
Kalimantan Timur,4/2/2021,131.945
Kalimantan Timur,4/3/2021,134.193
Kalimantan Timur,4/4/2021,134.436
Kalimantan Timur,4/5/2021,136.152
Kalimantan Timur,4/6/2021,139.579
Kalimantan Timur,4/7/2021,142.984
Kalimantan Timur,4/8/2021,149.238
Kalimantan Timur,4/9/2021,155.017
Kalimantan Timur,4/10/2021,165.105
Kalimantan Timur,4/11/2021,169.078
Kalimantan Timur,4/12/2021,178.742
Kalimantan Timur,4/13/2021,180.26
Kalimantan Timur,4/14/2021,182.021
Kalimantan Timur,4/15/2021,185.142
Kalimantan Timur,4/16/2021,186.249
Kalimantan Timur,4/17/2021,188.06
Kalimantan Timur,4/18/2021,188.25
Kalimantan Timur,4/19/2021,189.997
Kalimantan Timur,4/20/2021,191.846
Kalimantan Timur,4/21/2021,193.757
Kalimantan Timur,4/22/2021,195.722
Kalimantan Timur,4/23/2021,196.45
Kalimantan Timur,4/24/2021,197.73
Kalimantan Timur,4/25/2021,197.792
Kalimantan Utara,1/13/2021,0
Kalimantan Utara,1/14/2021,0.123
Kalimantan Utara,1/15/2021,0.225
Kalimantan Utara,1/16/2021,0.332
Kalimantan Utara,1/18/2021,0.604
Kalimantan Utara,1/19/2021,0.844
Kalimantan Utara,1/20/2021,1.052
Kalimantan Utara,1/21/2021,1.277
Kalimantan Utara,1/22/2021,1.395
Kalimantan Utara,1/23/2021,1.428
Kalimantan Utara,1/25/2021,1.54
Kalimantan Utara,1/26/2021,1.635
Kalimantan Utara,1/27/2021,1.728
Kalimantan Utara,1/28/2021,1.873
Kalimantan Utara,1/29/2021,1.958
Kalimantan Utara,1/30/2021,1.997
Kalimantan Utara,2/1/2021,2.063
Kalimantan Utara,2/2/2021,2.135
Kalimantan Utara,2/3/2021,2.665
Kalimantan Utara,2/4/2021,3.219
Kalimantan Utara,2/5/2021,3.554
Kalimantan Utara,2/6/2021,3.801
Kalimantan Utara,2/7/2021,3.805
Kalimantan Utara,2/8/2021,3.973
Kalimantan Utara,2/9/2021,4.329
Kalimantan Utara,2/10/2021,4.606
Kalimantan Utara,2/11/2021,4.778
Kalimantan Utara,2/12/2021,4.794
Kalimantan Utara,2/13/2021,4.971
Kalimantan Utara,2/15/2021,5.114
Kalimantan Utara,2/16/2021,5.253
Kalimantan Utara,2/17/2021,5.551
Kalimantan Utara,2/18/2021,5.687
Kalimantan Utara,2/19/2021,5.838
Kalimantan Utara,2/20/2021,5.897
Kalimantan Utara,2/21/2021,5.898
Kalimantan Utara,2/22/2021,5.95
Kalimantan Utara,2/23/2021,6.035
Kalimantan Utara,2/24/2021,6.125
Kalimantan Utara,2/25/2021,6.146
Kalimantan Utara,2/26/2021,6.178
Kalimantan Utara,2/27/2021,6.234
Kalimantan Utara,2/28/2021,6.235
Kalimantan Utara,3/1/2021,6.316
Kalimantan Utara,3/2/2021,6.349
Kalimantan Utara,3/3/2021,6.423
Kalimantan Utara,3/4/2021,6.604
Kalimantan Utara,3/5/2021,6.74
Kalimantan Utara,3/6/2021,6.811
Kalimantan Utara,3/7/2021,6.811
Kalimantan Utara,3/8/2021,7.1
Kalimantan Utara,3/9/2021,8.32
Kalimantan Utara,3/10/2021,9.502
Kalimantan Utara,3/11/2021,9.819
Kalimantan Utara,3/12/2021,10.176
Kalimantan Utara,3/13/2021,10.569
Kalimantan Utara,3/14/2021,10.569
Kalimantan Utara,3/15/2021,11.061
Kalimantan Utara,3/16/2021,11.692
Kalimantan Utara,3/17/2021,12.462
Kalimantan Utara,3/18/2021,12.911
Kalimantan Utara,3/19/2021,13.083
Kalimantan Utara,3/20/2021,13.312
Kalimantan Utara,3/21/2021,13.324
Kalimantan Utara,3/22/2021,13.882
Kalimantan Utara,3/23/2021,14.413
Kalimantan Utara,3/24/2021,14.942
Kalimantan Utara,3/25/2021,15.682
Kalimantan Utara,3/26/2021,16.081
Kalimantan Utara,3/27/2021,16.496
Kalimantan Utara,3/28/2021,16.597
Kalimantan Utara,3/29/2021,17.543
Kalimantan Utara,3/30/2021,18.308
Kalimantan Utara,3/31/2021,18.924
Kalimantan Utara,4/1/2021,19.491
Kalimantan Utara,4/2/2021,19.551
Kalimantan Utara,4/3/2021,19.862
Kalimantan Utara,4/4/2021,19.862
Kalimantan Utara,4/5/2021,20.327
Kalimantan Utara,4/6/2021,20.714
Kalimantan Utara,4/7/2021,21.033
Kalimantan Utara,4/8/2021,21.605
Kalimantan Utara,4/9/2021,21.772
Kalimantan Utara,4/10/2021,22.567
Kalimantan Utara,4/11/2021,22.612
Kalimantan Utara,4/12/2021,23.301
Kalimantan Utara,4/13/2021,23.383
Kalimantan Utara,4/14/2021,23.493
Kalimantan Utara,4/15/2021,23.599
Kalimantan Utara,4/16/2021,23.629
Kalimantan Utara,4/17/2021,23.701
Kalimantan Utara,4/19/2021,23.877
Kalimantan Utara,4/20/2021,24.099
Kalimantan Utara,4/21/2021,24.401
Kalimantan Utara,4/22/2021,24.673
Kalimantan Utara,4/23/2021,24.844
Kalimantan Utara,4/24/2021,24.947
Kalimantan Utara,4/25/2021,24.953
Kepulauan Riau,1/13/2021,0
Kepulauan Riau,1/14/2021,0.062
Kepulauan Riau,1/15/2021,0.208
Kepulauan Riau,1/16/2021,0.338
Kepulauan Riau,1/17/2021,0.338
Kepulauan Riau,1/18/2021,0.882
Kepulauan Riau,1/19/2021,1.387
Kepulauan Riau,1/20/2021,2.121
Kepulauan Riau,1/21/2021,3.104
Kepulauan Riau,1/22/2021,3.606
Kepulauan Riau,1/23/2021,3.743
Kepulauan Riau,1/24/2021,3.75
Kepulauan Riau,1/25/2021,4.089
Kepulauan Riau,1/26/2021,4.492
Kepulauan Riau,1/27/2021,4.941
Kepulauan Riau,1/28/2021,5.768
Kepulauan Riau,1/29/2021,6.754
Kepulauan Riau,1/30/2021,7.453
Kepulauan Riau,1/31/2021,7.515
Kepulauan Riau,2/1/2021,8.081
Kepulauan Riau,2/2/2021,9.156
Kepulauan Riau,2/3/2021,9.91
Kepulauan Riau,2/4/2021,10.552
Kepulauan Riau,2/5/2021,10.96
Kepulauan Riau,2/6/2021,11.441
Kepulauan Riau,2/7/2021,11.574
Kepulauan Riau,2/8/2021,11.908
Kepulauan Riau,2/9/2021,12.136
Kepulauan Riau,2/10/2021,12.312
Kepulauan Riau,2/11/2021,12.614
Kepulauan Riau,2/12/2021,12.622
Kepulauan Riau,2/13/2021,12.938
Kepulauan Riau,2/14/2021,12.942
Kepulauan Riau,2/15/2021,13.148
Kepulauan Riau,2/16/2021,13.42
Kepulauan Riau,2/17/2021,13.687
Kepulauan Riau,2/18/2021,13.779
Kepulauan Riau,2/19/2021,13.823
Kepulauan Riau,2/20/2021,13.852
Kepulauan Riau,2/21/2021,13.86
Kepulauan Riau,2/22/2021,13.89
Kepulauan Riau,2/23/2021,13.938
Kepulauan Riau,2/24/2021,13.979
Kepulauan Riau,2/25/2021,14.008
Kepulauan Riau,2/26/2021,14.02
Kepulauan Riau,2/27/2021,14.064
Kepulauan Riau,2/28/2021,14.065
Kepulauan Riau,3/1/2021,14.516
Kepulauan Riau,3/2/2021,15.438
Kepulauan Riau,3/3/2021,16.321
Kepulauan Riau,3/4/2021,18.225
Kepulauan Riau,3/5/2021,20.616
Kepulauan Riau,3/6/2021,21.103
Kepulauan Riau,3/7/2021,21.108
Kepulauan Riau,3/8/2021,23.514
Kepulauan Riau,3/9/2021,25.616
Kepulauan Riau,3/10/2021,27.674
Kepulauan Riau,3/11/2021,27.732
Kepulauan Riau,3/12/2021,28.476
Kepulauan Riau,3/13/2021,28.655
Kepulauan Riau,3/14/2021,28.662
Kepulauan Riau,3/15/2021,29.505
Kepulauan Riau,3/16/2021,30.146
Kepulauan Riau,3/17/2021,31.109
Kepulauan Riau,3/18/2021,31.872
Kepulauan Riau,3/19/2021,32.551
Kepulauan Riau,3/20/2021,33.356
Kepulauan Riau,3/21/2021,33.906
Kepulauan Riau,3/22/2021,35.851
Kepulauan Riau,3/23/2021,37.624
Kepulauan Riau,3/24/2021,39.162
Kepulauan Riau,3/25/2021,41.369
Kepulauan Riau,3/26/2021,43.97
Kepulauan Riau,3/27/2021,47.497
Kepulauan Riau,3/28/2021,49.069
Kepulauan Riau,3/29/2021,53.292
Kepulauan Riau,3/30/2021,59.211
Kepulauan Riau,3/31/2021,65.153
Kepulauan Riau,4/1/2021,71.735
Kepulauan Riau,4/2/2021,74.335
Kepulauan Riau,4/3/2021,77.548
Kepulauan Riau,4/4/2021,77.589
Kepulauan Riau,4/5/2021,81.903
Kepulauan Riau,4/6/2021,87.59
Kepulauan Riau,4/7/2021,93.166
Kepulauan Riau,4/8/2021,97.134
Kepulauan Riau,4/9/2021,99.51
Kepulauan Riau,4/10/2021,101.267
Kepulauan Riau,4/11/2021,101.634
Kepulauan Riau,4/12/2021,105.601
Kepulauan Riau,4/13/2021,107.143
Kepulauan Riau,4/14/2021,110.318
Kepulauan Riau,4/15/2021,111.98
Kepulauan Riau,4/16/2021,113.389
Kepulauan Riau,4/17/2021,115.437
Kepulauan Riau,4/18/2021,115.675
Kepulauan Riau,4/19/2021,117.232
Kepulauan Riau,4/20/2021,118.329
Kepulauan Riau,4/21/2021,119.648
Kepulauan Riau,4/22/2021,121.78
Kepulauan Riau,4/23/2021,122.811
Kepulauan Riau,4/24/2021,123.118
Kepulauan Riau,4/25/2021,123.139
Lampung,1/13/2021,0
Lampung,1/14/2021,0.015
Lampung,1/15/2021,0.021
Lampung,1/16/2021,0.021
Lampung,1/17/2021,0.021
Lampung,1/18/2021,0.096
Lampung,1/19/2021,0.244
Lampung,1/20/2021,0.644
Lampung,1/21/2021,1.218
Lampung,1/22/2021,1.359
Lampung,1/23/2021,1.445
Lampung,1/25/2021,1.62
Lampung,1/26/2021,2.671
Lampung,1/27/2021,3.612
Lampung,1/28/2021,5.223
Lampung,1/29/2021,7.22
Lampung,1/30/2021,7.655
Lampung,2/1/2021,9.992
Lampung,2/2/2021,13.416
Lampung,2/3/2021,16.596
Lampung,2/4/2021,19.593
Lampung,2/5/2021,21.794
Lampung,2/6/2021,22.939
Lampung,2/7/2021,22.951
Lampung,2/8/2021,24.244
Lampung,2/9/2021,25.185
Lampung,2/10/2021,26.008
Lampung,2/11/2021,26.902
Lampung,2/12/2021,26.985
Lampung,2/13/2021,27.171
Lampung,2/14/2021,27.173
Lampung,2/15/2021,27.86
Lampung,2/16/2021,28.75
Lampung,2/17/2021,29.637
Lampung,2/18/2021,30.518
Lampung,2/19/2021,30.977
Lampung,2/20/2021,31.194
Lampung,2/21/2021,31.198
Lampung,2/22/2021,31.633
Lampung,2/23/2021,32.073
Lampung,2/24/2021,32.38
Lampung,2/25/2021,32.632
Lampung,2/26/2021,32.8
Lampung,2/27/2021,32.834
Lampung,2/28/2021,32.834
Lampung,3/1/2021,33.055
Lampung,3/2/2021,33.465
Lampung,3/3/2021,34.894
Lampung,3/4/2021,39.459
Lampung,3/5/2021,46.178
Lampung,3/6/2021,50.965
Lampung,3/7/2021,51.156
Lampung,3/8/2021,58.128
Lampung,3/9/2021,65.73
Lampung,3/10/2021,73.884
Lampung,3/11/2021,74.116
Lampung,3/12/2021,78.049
Lampung,3/13/2021,79.919
Lampung,3/14/2021,79.997
Lampung,3/15/2021,86.858
Lampung,3/16/2021,91.31
Lampung,3/17/2021,94.862
Lampung,3/18/2021,99.202
Lampung,3/19/2021,101.659
Lampung,3/20/2021,103.196
Lampung,3/21/2021,103.227
Lampung,3/22/2021,106.104
Lampung,3/23/2021,108.841
Lampung,3/24/2021,112.044
Lampung,3/25/2021,118.27
Lampung,3/26/2021,120.629
Lampung,3/27/2021,122.829
Lampung,3/28/2021,122.993
Lampung,3/29/2021,126.301
Lampung,3/30/2021,129.642
Lampung,3/31/2021,135.467
Lampung,4/1/2021,138.421
Lampung,4/2/2021,139.294
Lampung,4/3/2021,140.927
Lampung,4/4/2021,140.932
Lampung,4/5/2021,143.281
Lampung,4/6/2021,145.42
Lampung,4/7/2021,149.302
Lampung,4/8/2021,153.701
Lampung,4/9/2021,156.143
Lampung,4/10/2021,159.513
Lampung,4/11/2021,159.731
Lampung,4/12/2021,165.877
Lampung,4/13/2021,167.085
Lampung,4/14/2021,168.206
Lampung,4/15/2021,170.287
Lampung,4/16/2021,171.227
Lampung,4/17/2021,172.239
Lampung,4/18/2021,172.29
Lampung,4/19/2021,174.269
Lampung,4/20/2021,176.228
Lampung,4/21/2021,178.388
Lampung,4/22/2021,181.557
Lampung,4/23/2021,182.36
Lampung,4/24/2021,183.837
Lampung,4/25/2021,183.851
Maluku,1/14/2021,0.001
Maluku,1/15/2021,0.204
Maluku,1/16/2021,0.204
Maluku,1/18/2021,0.298
Maluku,1/19/2021,0.409
Maluku,1/20/2021,0.538
Maluku,1/21/2021,0.884
Maluku,1/22/2021,0.99
Maluku,1/23/2021,1.063
Maluku,1/24/2021,1.077
Maluku,1/25/2021,1.202
Maluku,1/26/2021,1.3
Maluku,1/27/2021,1.459
Maluku,1/28/2021,1.757
Maluku,1/29/2021,2.117
Maluku,1/30/2021,2.393
Maluku,1/31/2021,2.422
Maluku,2/1/2021,2.884
Maluku,2/2/2021,3.389
Maluku,2/3/2021,3.885
Maluku,2/4/2021,4.366
Maluku,2/5/2021,4.788
Maluku,2/6/2021,5.526
Maluku,2/7/2021,5.649
Maluku,2/8/2021,6.142
Maluku,2/9/2021,6.396
Maluku,2/10/2021,6.799
Maluku,2/11/2021,7.09
Maluku,2/12/2021,7.173
Maluku,2/13/2021,7.31
Maluku,2/14/2021,7.311
Maluku,2/15/2021,7.668
Maluku,2/16/2021,8.102
Maluku,2/17/2021,8.5
Maluku,2/18/2021,8.894
Maluku,2/19/2021,9.143
Maluku,2/20/2021,9.311
Maluku,2/21/2021,9.326
Maluku,2/22/2021,9.598
Maluku,2/23/2021,9.761
Maluku,2/24/2021,9.865
Maluku,2/25/2021,10.021
Maluku,2/26/2021,10.128
Maluku,2/27/2021,10.209
Maluku,2/28/2021,10.21
Maluku,3/1/2021,10.287
Maluku,3/2/2021,10.404
Maluku,3/3/2021,10.696
Maluku,3/4/2021,11.067
Maluku,3/5/2021,11.597
Maluku,3/6/2021,12.142
Maluku,3/7/2021,12.148
Maluku,3/8/2021,12.875
Maluku,3/9/2021,14.181
Maluku,3/10/2021,16.177
Maluku,3/11/2021,16.194
Maluku,3/12/2021,17.552
Maluku,3/13/2021,19.324
Maluku,3/14/2021,19.325
Maluku,3/15/2021,20.438
Maluku,3/16/2021,22.754
Maluku,3/17/2021,24.764
Maluku,3/18/2021,26.749
Maluku,3/19/2021,29.007
Maluku,3/20/2021,29.458
Maluku,3/21/2021,29.471
Maluku,3/22/2021,31.151
Maluku,3/23/2021,32.782
Maluku,3/24/2021,34.08
Maluku,3/25/2021,35.173
Maluku,3/26/2021,36.204
Maluku,3/27/2021,36.437
Maluku,3/28/2021,36.723
Maluku,3/29/2021,37.605
Maluku,3/30/2021,38.935
Maluku,3/31/2021,39.874
Maluku,4/1/2021,40.999
Maluku,4/2/2021,41.01
Maluku,4/3/2021,41.427
Maluku,4/5/2021,41.877
Maluku,4/6/2021,43.098
Maluku,4/7/2021,44.299
Maluku,4/8/2021,44.932
Maluku,4/9/2021,46.217
Maluku,4/10/2021,47.398
Maluku,4/11/2021,47.458
Maluku,4/12/2021,48.013
Maluku,4/13/2021,48.295
Maluku,4/14/2021,48.826
Maluku,4/15/2021,49.509
Maluku,4/16/2021,51.419
Maluku,4/17/2021,51.68
Maluku,4/18/2021,51.769
Maluku,4/19/2021,52.211
Maluku,4/20/2021,52.694
Maluku,4/21/2021,53.326
Maluku,4/22/2021,54.447
Maluku,4/23/2021,55.661
Maluku,4/24/2021,56.541
Maluku,4/25/2021,56.652
Maluku Utara,1/14/2021,0.008
Maluku Utara,1/15/2021,0.01
Maluku Utara,1/16/2021,0.01
Maluku Utara,1/17/2021,0.01
Maluku Utara,1/18/2021,0.012
Maluku Utara,1/19/2021,0.025
Maluku Utara,1/20/2021,0.079
Maluku Utara,1/21/2021,0.143
Maluku Utara,1/22/2021,0.179
Maluku Utara,1/23/2021,0.23
Maluku Utara,1/24/2021,0.246
Maluku Utara,1/25/2021,0.336
Maluku Utara,1/26/2021,0.432
Maluku Utara,1/27/2021,0.506
Maluku Utara,1/28/2021,0.566
Maluku Utara,1/29/2021,0.603
Maluku Utara,1/30/2021,0.644
Maluku Utara,1/31/2021,0.651
Maluku Utara,2/1/2021,0.725
Maluku Utara,2/2/2021,0.807
Maluku Utara,2/3/2021,0.899
Maluku Utara,2/4/2021,1.043
Maluku Utara,2/5/2021,1.312
Maluku Utara,2/6/2021,1.596
Maluku Utara,2/7/2021,1.639
